filepath,label
data/raw/Training\meningioma\Tr-me_439.jpg,meningioma
data/raw/Training\meningioma\Tr-aug-me_84.jpg,meningioma
data/raw/Training\notumor\Tr-no_757.jpg,notumor
data/raw/Training\notumor\Tr-no_845.jpg,notumor
data/raw/Training\notumor\Tr-no_422.jpg,notumor
data/raw/Training\notumor\Tr-no_464.jpg,notumor
data/raw/Training\pituitary\Tr-pi_524.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_539.jpg,pituitary
data/raw/Training\notumor\Tr-no_1350.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1358.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1222.jpg,pituitary
data/raw/Training\notumor\Tr-no_466.jpg,notumor
data/raw/Training\pituitary\Tr-pi_565.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_643.jpg,pituitary
data/raw/Training\notumor\Tr-no_1279.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1160.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1206.jpg,glioma
data/raw/Training\glioma\Tr-gl_1319.jpg,glioma
data/raw/Training\pituitary\Tr-pi_161.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_737.jpg,pituitary
data/raw/Training\notumor\Tr-no_679.jpg,notumor
data/raw/Training\notumor\Tr-no_1289.jpg,notumor
data/raw/Training\meningioma\Tr-me_955.jpg,meningioma
data/raw/Training\glioma\Tr-gl_852.jpg,glioma
data/raw/Training\glioma\Tr-gl_1044.jpg,glioma
data/raw/Training\meningioma\Tr-me_882.jpg,meningioma
data/raw/Training\glioma\Tr-gl_53.jpg,glioma
data/raw/Training\notumor\Tr-no_759.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1011.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_162.jpg,pituitary
data/raw/Training\glioma\Tr-gl_768.jpg,glioma
data/raw/Training\glioma\Tr-gl_243.jpg,glioma
data/raw/Training\glioma\Tr-gl_1257.jpg,glioma
data/raw/Training\glioma\Tr-gl_890.jpg,glioma
data/raw/Training\notumor\Tr-no_1074.jpg,notumor
data/raw/Training\notumor\Tr-no_1152.jpg,notumor
data/raw/Training\glioma\Tr-gl_731.jpg,glioma
data/raw/Training\meningioma\Tr-me_778.jpg,meningioma
data/raw/Training\glioma\Tr-gl_13.jpg,glioma
data/raw/Training\meningioma\Tr-me_738.jpg,meningioma
data/raw/Training\notumor\Tr-no_942.jpg,notumor
data/raw/Training\pituitary\Tr-pi_790.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_681.jpg,pituitary
data/raw/Training\notumor\Tr-no_333.jpg,notumor
data/raw/Training\meningioma\Tr-me_1210.jpg,meningioma
data/raw/Training\notumor\Tr-no_859.jpg,notumor
data/raw/Training\notumor\Tr-no_711.jpg,notumor
data/raw/Training\notumor\Tr-no_1198.jpg,notumor
data/raw/Training\glioma\Tr-gl_861.jpg,glioma
data/raw/Training\pituitary\Tr-pi_358.jpg,pituitary
data/raw/Training\glioma\Tr-gl_709.jpg,glioma
data/raw/Training\pituitary\Tr-pi_670.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1043.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1085.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1041.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1190.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_662.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_844.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1177.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_839.jpg,pituitary
data/raw/Training\notumor\Tr-no_1233.jpg,notumor
data/raw/Training\notumor\Tr-no_365.jpg,notumor
data/raw/Training\glioma\Tr-gl_1348.jpg,glioma
data/raw/Training\pituitary\Tr-pi_317.jpg,pituitary
data/raw/Training\notumor\Tr-no_537.jpg,notumor
data/raw/Training\meningioma\Tr-me_394.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1065.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_421.jpg,pituitary
data/raw/Training\notumor\Tr-no_542.jpg,notumor
data/raw/Training\meningioma\Tr-me_741.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1160.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_650.jpg,pituitary
data/raw/Training\meningioma\Tr-me_645.jpg,meningioma
data/raw/Training\meningioma\Tr-aug-me_5.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1208.jpg,glioma
data/raw/Training\pituitary\Tr-pi_792.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1308.jpg,glioma
data/raw/Training\meningioma\Tr-me_1098.jpg,meningioma
data/raw/Training\meningioma\Tr-me_448.jpg,meningioma
data/raw/Training\notumor\Tr-no_296.jpg,notumor
data/raw/Training\meningioma\Tr-me_395.jpg,meningioma
data/raw/Training\notumor\Tr-no_160.jpg,notumor
data/raw/Training\glioma\Tr-gl_192.jpg,glioma
data/raw/Training\meningioma\Tr-me_458.jpg,meningioma
data/raw/Training\notumor\Tr-no_1149.jpg,notumor
data/raw/Training\meningioma\Tr-me_156.jpg,meningioma
data/raw/Training\meningioma\Tr-me_996.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_837.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1377.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_942.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1158.jpg,glioma
data/raw/Training\meningioma\Tr-me_550.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_785.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1077.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1288.jpg,glioma
data/raw/Training\glioma\Tr-gl_293.jpg,glioma
data/raw/Training\pituitary\Tr-pi_860.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1175.jpg,glioma
data/raw/Training\glioma\Tr-gl_278.jpg,glioma
data/raw/Training\notumor\Tr-no_13.jpg,notumor
data/raw/Training\glioma\Tr-gl_126.jpg,glioma
data/raw/Training\notumor\Tr-no_1146.jpg,notumor
data/raw/Training\notumor\Tr-no_815.jpg,notumor
data/raw/Training\glioma\Tr-gl_935.jpg,glioma
data/raw/Training\meningioma\Tr-me_643.jpg,meningioma
data/raw/Training\notumor\Tr-no_40.jpg,notumor
data/raw/Training\meningioma\Tr-me_443.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_748.jpg,pituitary
data/raw/Training\glioma\Tr-gl_827.jpg,glioma
data/raw/Training\pituitary\Tr-pi_432.jpg,pituitary
data/raw/Training\glioma\Tr-gl_849.jpg,glioma
data/raw/Training\glioma\Tr-gl_438.jpg,glioma
data/raw/Training\glioma\Tr-gl_1040.jpg,glioma
data/raw/Training\pituitary\Tr-pi_407.jpg,pituitary
data/raw/Training\notumor\Tr-no_186.jpg,notumor
data/raw/Training\notumor\Tr-no_761.jpg,notumor
data/raw/Training\glioma\Tr-gl_1216.jpg,glioma
data/raw/Training\meningioma\Tr-me_1057.jpg,meningioma
data/raw/Training\meningioma\Tr-me_324.jpg,meningioma
data/raw/Training\glioma\Tr-gl_870.jpg,glioma
data/raw/Training\meningioma\Tr-me_1270.jpg,meningioma
data/raw/Training\glioma\Tr-gl_579.jpg,glioma
data/raw/Training\notumor\Tr-no_1005.jpg,notumor
data/raw/Training\meningioma\Tr-me_1292.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1073.jpg,glioma
data/raw/Training\glioma\Tr-gl_659.jpg,glioma
data/raw/Training\meningioma\Tr-me_729.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_635.jpg,pituitary
data/raw/Training\notumor\Tr-no_1268.jpg,notumor
data/raw/Training\notumor\Tr-no_15.jpg,notumor
data/raw/Training\glioma\Tr-gl_931.jpg,glioma
data/raw/Training\notumor\Tr-no_34.jpg,notumor
data/raw/Training\pituitary\Tr-pi_789.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1042.jpg,glioma
data/raw/Training\meningioma\Tr-me_336.jpg,meningioma
data/raw/Training\notumor\Tr-no_504.jpg,notumor
data/raw/Training\meningioma\Tr-me_1106.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_603.jpg,pituitary
data/raw/Training\glioma\Tr-gl_47.jpg,glioma
data/raw/Training\meningioma\Tr-me_1116.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1058.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_543.jpg,pituitary
data/raw/Training\meningioma\Tr-me_368.jpg,meningioma
data/raw/Training\meningioma\Tr-me_900.jpg,meningioma
data/raw/Training\notumor\Tr-no_946.jpg,notumor
data/raw/Training\pituitary\Tr-pi_592.jpg,pituitary
data/raw/Training\notumor\Tr-no_1314.jpg,notumor
data/raw/Training\pituitary\Tr-pi_767.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1380.jpg,pituitary
data/raw/Training\glioma\Tr-gl_105.jpg,glioma
data/raw/Training\pituitary\Tr-pi_967.jpg,pituitary
data/raw/Training\meningioma\Tr-me_768.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1146.jpg,meningioma
data/raw/Training\meningioma\Tr-me_539.jpg,meningioma
data/raw/Training\glioma\Tr-gl_581.jpg,glioma
data/raw/Training\meningioma\Tr-me_450.jpg,meningioma
data/raw/Training\notumor\Tr-no_35.jpg,notumor
data/raw/Training\pituitary\Tr-pi_880.jpg,pituitary
data/raw/Training\meningioma\Tr-me_867.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_462.jpg,pituitary
data/raw/Training\glioma\Tr-gl_936.jpg,glioma
data/raw/Training\glioma\Tr-gl_728.jpg,glioma
data/raw/Training\pituitary\Tr-pi_983.jpg,pituitary
data/raw/Training\notumor\Tr-no_1041.jpg,notumor
data/raw/Training\pituitary\Tr-pi_159.jpg,pituitary
data/raw/Training\meningioma\Tr-me_265.jpg,meningioma
data/raw/Training\notumor\Tr-no_628.jpg,notumor
data/raw/Training\glioma\Tr-gl_701.jpg,glioma
data/raw/Training\meningioma\Tr-me_359.jpg,meningioma
data/raw/Training\notumor\Tr-no_372.jpg,notumor
data/raw/Training\pituitary\Tr-pi_266.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_157.jpg,pituitary
data/raw/Training\glioma\Tr-gl_592.jpg,glioma
data/raw/Training\notumor\Tr-no_506.jpg,notumor
data/raw/Training\pituitary\Tr-pi_993.jpg,pituitary
data/raw/Training\glioma\Tr-gl_784.jpg,glioma
data/raw/Training\notumor\Tr-no_837.jpg,notumor
data/raw/Training\pituitary\Tr-pi_531.jpg,pituitary
data/raw/Training\notumor\Tr-no_1080.jpg,notumor
data/raw/Training\notumor\Tr-no_1324.jpg,notumor
data/raw/Training\glioma\Tr-gl_1114.jpg,glioma
data/raw/Training\meningioma\Tr-me_425.jpg,meningioma
data/raw/Training\meningioma\Tr-me_831.jpg,meningioma
data/raw/Training\glioma\Tr-gl_497.jpg,glioma
data/raw/Training\notumor\Tr-no_1049.jpg,notumor
data/raw/Training\meningioma\Tr-me_307.jpg,meningioma
data/raw/Training\meningioma\Tr-me_376.jpg,meningioma
data/raw/Training\glioma\Tr-gl_719.jpg,glioma
data/raw/Training\meningioma\Tr-me_969.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1161.jpg,pituitary
data/raw/Training\glioma\Tr-gl_918.jpg,glioma
data/raw/Training\glioma\Tr-gl_102.jpg,glioma
data/raw/Training\notumor\Tr-no_1141.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1217.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1098.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1021.jpg,glioma
data/raw/Training\meningioma\Tr-me_90.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1357.jpg,glioma
data/raw/Training\meningioma\Tr-me_333.jpg,meningioma
data/raw/Training\glioma\Tr-gl_223.jpg,glioma
data/raw/Training\notumor\Tr-no_568.jpg,notumor
data/raw/Training\meningioma\Tr-me_885.jpg,meningioma
data/raw/Training\notumor\Tr-no_878.jpg,notumor
data/raw/Training\glioma\Tr-gl_646.jpg,glioma
data/raw/Training\pituitary\Tr-pi_963.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_56.jpg,pituitary
data/raw/Training\notumor\Tr-no_101.jpg,notumor
data/raw/Training\meningioma\Tr-me_688.jpg,meningioma
data/raw/Training\glioma\Tr-gl_690.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1263.jpg,pituitary
data/raw/Training\glioma\Tr-gl_615.jpg,glioma
data/raw/Training\notumor\Tr-no_665.jpg,notumor
data/raw/Training\glioma\Tr-gl_1111.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1083.jpg,pituitary
data/raw/Training\notumor\Tr-no_701.jpg,notumor
data/raw/Training\glioma\Tr-gl_1121.jpg,glioma
data/raw/Training\pituitary\Tr-pi_891.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_551.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_66.jpg,pituitary
data/raw/Training\glioma\Tr-gl_806.jpg,glioma
data/raw/Training\glioma\Tr-gl_975.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1146.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_964.jpg,pituitary
data/raw/Training\meningioma\Tr-me_230.jpg,meningioma
data/raw/Training\notumor\Tr-no_239.jpg,notumor
data/raw/Training\pituitary\Tr-pi_40.jpg,pituitary
data/raw/Training\glioma\Tr-gl_950.jpg,glioma
data/raw/Training\notumor\Tr-no_805.jpg,notumor
data/raw/Training\glioma\Tr-gl_1343.jpg,glioma
data/raw/Training\notumor\Tr-no_1237.jpg,notumor
data/raw/Training\glioma\Tr-gl_238.jpg,glioma
data/raw/Training\meningioma\Tr-me_283.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1034.jpg,meningioma
data/raw/Training\glioma\Tr-gl_508.jpg,glioma
data/raw/Training\notumor\Tr-no_1396.jpg,notumor
data/raw/Training\notumor\Tr-no_399.jpg,notumor
data/raw/Training\meningioma\Tr-me_886.jpg,meningioma
data/raw/Training\glioma\Tr-gl_750.jpg,glioma
data/raw/Training\meningioma\Tr-me_430.jpg,meningioma
data/raw/Training\notumor\Tr-no_431.jpg,notumor
data/raw/Training\glioma\Tr-gl_46.jpg,glioma
data/raw/Training\glioma\Tr-gl_605.jpg,glioma
data/raw/Training\glioma\Tr-gl_448.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1215.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1254.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_611.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_260.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_486.jpg,pituitary
data/raw/Training\glioma\Tr-gl_932.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1303.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1067.jpg,pituitary
data/raw/Training\notumor\Tr-no_166.jpg,notumor
data/raw/Training\notumor\Tr-no_746.jpg,notumor
data/raw/Training\meningioma\Tr-me_1205.jpg,meningioma
data/raw/Training\meningioma\Tr-me_38.jpg,meningioma
data/raw/Training\notumor\Tr-no_1367.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1044.jpg,pituitary
data/raw/Training\notumor\Tr-no_775.jpg,notumor
data/raw/Training\pituitary\Tr-pi_818.jpg,pituitary
data/raw/Training\notumor\Tr-no_508.jpg,notumor
data/raw/Training\glioma\Tr-gl_947.jpg,glioma
data/raw/Training\meningioma\Tr-me_937.jpg,meningioma
data/raw/Training\glioma\Tr-gl_722.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1107.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_212.jpg,pituitary
data/raw/Training\notumor\Tr-no_899.jpg,notumor
data/raw/Training\glioma\Tr-gl_1293.jpg,glioma
data/raw/Training\notumor\Tr-no_1069.jpg,notumor
data/raw/Training\glioma\Tr-gl_446.jpg,glioma
data/raw/Training\notumor\Tr-no_1219.jpg,notumor
data/raw/Training\notumor\Tr-no_993.jpg,notumor
data/raw/Training\notumor\Tr-no_1062.jpg,notumor
data/raw/Training\meningioma\Tr-me_1139.jpg,meningioma
data/raw/Training\meningioma\Tr-me_980.jpg,meningioma
data/raw/Training\notumor\Tr-no_1103.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1321.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1219.jpg,glioma
data/raw/Training\notumor\Tr-no_206.jpg,notumor
data/raw/Training\meningioma\Tr-me_342.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1091.jpg,pituitary
data/raw/Training\glioma\Tr-gl_275.jpg,glioma
data/raw/Training\glioma\Tr-gl_182.jpg,glioma
data/raw/Training\glioma\Tr-gl_159.jpg,glioma
data/raw/Training\notumor\Tr-no_1246.jpg,notumor
data/raw/Training\pituitary\Tr-pi_908.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1290.jpg,pituitary
data/raw/Training\meningioma\Tr-aug-me_25.jpg,meningioma
data/raw/Training\glioma\Tr-gl_560.jpg,glioma
data/raw/Training\glioma\Tr-gl_409.jpg,glioma
data/raw/Training\meningioma\Tr-aug-me_79.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_18.jpg,pituitary
data/raw/Training\notumor\Tr-no_450.jpg,notumor
data/raw/Training\glioma\Tr-gl_1037.jpg,glioma
data/raw/Training\meningioma\Tr-me_553.jpg,meningioma
data/raw/Training\meningioma\Tr-me_85.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_976.jpg,pituitary
data/raw/Training\notumor\Tr-no_171.jpg,notumor
data/raw/Training\pituitary\Tr-pi_719.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1155.jpg,meningioma
data/raw/Training\notumor\Tr-no_605.jpg,notumor
data/raw/Training\meningioma\Tr-me_80.jpg,meningioma
data/raw/Training\meningioma\Tr-me_168.jpg,meningioma
data/raw/Training\meningioma\Tr-me_84.jpg,meningioma
data/raw/Training\notumor\Tr-no_961.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1201.jpg,pituitary
data/raw/Training\meningioma\Tr-me_502.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1042.jpg,meningioma
data/raw/Training\notumor\Tr-no_792.jpg,notumor
data/raw/Training\meningioma\Tr-me_466.jpg,meningioma
data/raw/Training\meningioma\Tr-me_341.jpg,meningioma
data/raw/Training\glioma\Tr-gl_85.jpg,glioma
data/raw/Training\notumor\Tr-no_33.jpg,notumor
data/raw/Training\notumor\Tr-no_498.jpg,notumor
data/raw/Training\meningioma\Tr-me_367.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_732.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_817.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1228.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1004.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_793.jpg,pituitary
data/raw/Training\meningioma\Tr-aug-me_47.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1058.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1342.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1091.jpg,glioma
data/raw/Training\meningioma\Tr-me_375.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1052.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1327.jpg,pituitary
data/raw/Training\meningioma\Tr-me_781.jpg,meningioma
data/raw/Training\notumor\Tr-no_1075.jpg,notumor
data/raw/Training\glioma\Tr-gl_1233.jpg,glioma
data/raw/Training\meningioma\Tr-aug-me_29.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_697.jpg,pituitary
data/raw/Training\meningioma\Tr-me_834.jpg,meningioma
data/raw/Training\glioma\Tr-gl_142.jpg,glioma
data/raw/Training\glioma\Tr-gl_208.jpg,glioma
data/raw/Training\notumor\Tr-no_190.jpg,notumor
data/raw/Training\glioma\Tr-gl_878.jpg,glioma
data/raw/Training\notumor\Tr-no_1064.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1131.jpg,pituitary
data/raw/Training\notumor\Tr-no_1082.jpg,notumor
data/raw/Training\glioma\Tr-gl_237.jpg,glioma
data/raw/Training\pituitary\Tr-pi_758.jpg,pituitary
data/raw/Training\notumor\Tr-no_985.jpg,notumor
data/raw/Training\notumor\Tr-no_1308.jpg,notumor
data/raw/Training\notumor\Tr-no_812.jpg,notumor
data/raw/Training\meningioma\Tr-me_198.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_865.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_246.jpg,pituitary
data/raw/Training\notumor\Tr-no_903.jpg,notumor
data/raw/Training\glioma\Tr-gl_674.jpg,glioma
data/raw/Training\glioma\Tr-gl_678.jpg,glioma
data/raw/Training\notumor\Tr-no_1337.jpg,notumor
data/raw/Training\pituitary\Tr-pi_118.jpg,pituitary
data/raw/Training\notumor\Tr-no_1043.jpg,notumor
data/raw/Training\pituitary\Tr-pi_219.jpg,pituitary
data/raw/Training\notumor\Tr-no_501.jpg,notumor
data/raw/Training\pituitary\Tr-pi_616.jpg,pituitary
data/raw/Training\notumor\Tr-no_539.jpg,notumor
data/raw/Training\glioma\Tr-gl_1142.jpg,glioma
data/raw/Training\meningioma\Tr-me_923.jpg,meningioma
data/raw/Training\notumor\Tr-no_321.jpg,notumor
data/raw/Training\pituitary\Tr-pi_934.jpg,pituitary
data/raw/Training\glioma\Tr-gl_242.jpg,glioma
data/raw/Training\notumor\Tr-no_1374.jpg,notumor
data/raw/Training\notumor\Tr-no_1384.jpg,notumor
data/raw/Training\meningioma\Tr-me_1180.jpg,meningioma
data/raw/Training\glioma\Tr-gl_730.jpg,glioma
data/raw/Training\meningioma\Tr-me_148.jpg,meningioma
data/raw/Training\notumor\Tr-no_1121.jpg,notumor
data/raw/Training\meningioma\Tr-me_954.jpg,meningioma
data/raw/Training\glioma\Tr-gl_867.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1114.jpg,pituitary
data/raw/Training\notumor\Tr-no_991.jpg,notumor
data/raw/Training\meningioma\Tr-me_1062.jpg,meningioma
data/raw/Training\glioma\Tr-gl_510.jpg,glioma
data/raw/Training\notumor\Tr-no_1286.jpg,notumor
data/raw/Training\glioma\Tr-gl_1277.jpg,glioma
data/raw/Training\notumor\Tr-no_974.jpg,notumor
data/raw/Training\meningioma\Tr-me_734.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_428.jpg,pituitary
data/raw/Training\glioma\Tr-gl_677.jpg,glioma
data/raw/Training\notumor\Tr-no_1132.jpg,notumor
data/raw/Training\meningioma\Tr-me_822.jpg,meningioma
data/raw/Training\notumor\Tr-no_944.jpg,notumor
data/raw/Training\notumor\Tr-no_594.jpg,notumor
data/raw/Training\meningioma\Tr-me_810.jpg,meningioma
data/raw/Training\meningioma\Tr-me_3.jpg,meningioma
data/raw/Training\notumor\Tr-no_1115.jpg,notumor
data/raw/Training\glioma\Tr-gl_172.jpg,glioma
data/raw/Training\glioma\Tr-gl_236.jpg,glioma
data/raw/Training\glioma\Tr-gl_145.jpg,glioma
data/raw/Training\glioma\Tr-gl_50.jpg,glioma
data/raw/Training\pituitary\Tr-pi_107.jpg,pituitary
data/raw/Training\meningioma\Tr-me_743.jpg,meningioma
data/raw/Training\notumor\Tr-no_12.jpg,notumor
data/raw/Training\glioma\Tr-gl_1120.jpg,glioma
data/raw/Training\pituitary\Tr-pi_206.jpg,pituitary
data/raw/Training\glioma\Tr-gl_999.jpg,glioma
data/raw/Training\pituitary\Tr-pi_821.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_419.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_380.jpg,pituitary
data/raw/Training\notumor\Tr-no_271.jpg,notumor
data/raw/Training\meningioma\Tr-me_1264.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1054.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_53.jpg,pituitary
data/raw/Training\meningioma\Tr-me_939.jpg,meningioma
data/raw/Training\notumor\Tr-no_1090.jpg,notumor
data/raw/Training\meningioma\Tr-me_213.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_227.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_7.jpg,pituitary
data/raw/Training\notumor\Tr-no_1225.jpg,notumor
data/raw/Training\meningioma\Tr-me_1003.jpg,meningioma
data/raw/Training\meningioma\Tr-me_616.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_948.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_708.jpg,pituitary
data/raw/Training\meningioma\Tr-me_916.jpg,meningioma
data/raw/Training\glioma\Tr-gl_764.jpg,glioma
data/raw/Training\pituitary\Tr-pi_736.jpg,pituitary
data/raw/Training\meningioma\Tr-me_91.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1113.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_373.jpg,pituitary
data/raw/Training\glioma\Tr-gl_892.jpg,glioma
data/raw/Training\pituitary\Tr-pi_208.jpg,pituitary
data/raw/Training\glioma\Tr-gl_347.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1049.jpg,pituitary
data/raw/Training\meningioma\Tr-me_807.jpg,meningioma
data/raw/Training\meningioma\Tr-me_315.jpg,meningioma
data/raw/Training\notumor\Tr-no_245.jpg,notumor
data/raw/Training\glioma\Tr-gl_273.jpg,glioma
data/raw/Training\glioma\Tr-gl_798.jpg,glioma
